Name,Comment,Time,Likes,Reply Count
itz Mahi,Didi mein apko dkhu nh class dkhi kch Samaj nehi pa raha hu 🥹,2023-09-28T05:45:11Z,0,0
Chaitanya Pujari,Super nise,2023-09-28T05:02:09Z,0,0
Sneha Kadam,Notes of python is not getting,2023-09-28T03:59:21Z,0,0
Naina Classes,Thank you ma&#39;am 😊,2023-09-27T17:57:57Z,0,0
Sheetal Verma,Hlo di 🖐 I m pursuing BBA last year but from this year i want to learn more about coding i chose python as well as java and  this field is totally differ from my stream i have found a lot of prblms in run prpgramsa please help me out  😢,2023-09-27T17:26:04Z,0,0
legend universe,Mam apko iron man bahut pasand hai kya batt hai😂,2023-09-27T17:02:14Z,0,0
Prashant Gaurav,Thanks you...,2023-09-27T09:38:30Z,0,0
HAM D GAMER RABAB,Please create a playlist on Short vedios 😢😢😢😢,2023-09-26T14:00:05Z,0,0
ASTRAL HUNT,Mujhe Pahle lagta tha e dono bhi bahen ha. 😂😂,2023-09-26T13:58:01Z,0,0
zimon,Mera ek file download ho gya Jo dlt nhi ho rha,2023-09-26T13:15:40Z,0,0
zimon,Samajh nhi aa rha,2023-09-26T13:15:13Z,0,0
zimon,Didi please set up ki ek alag video layiye,2023-09-26T13:14:56Z,0,0
Pran Chatterjee,What an amazing course!  Thank you Sharadha.  <br>Sincere reauest you to please prepare a course of Python for Data Enginees &amp; AI Engineers,2023-09-26T10:56:13Z,0,0
Gurdeep Singh,"आप कर रहे होंगे, आपको मिल रहा होगा,, ये भविष्य की भाषा क्यों बोल रहे हो आप ?",2023-09-26T00:16:05Z,1,0
Divyanshu Gupta ,Mam that was an excellent lecture but i just wanted to ask that where can i get crazy ideas according to beginner level to build my beginner level python strong.,2023-09-25T16:13:17Z,2,0
KUNAL VERMA,How many of you agree to want them make complete tutorial on machine learning basic to advance and artificial intelligance basic to advance ??,2023-09-25T15:43:49Z,0,0
sowmya ganesh,super very super but cant understand,2023-09-25T06:33:27Z,0,0
Rakshith,thankyou didi !!<br>very helpful 😄😇,2023-09-24T19:18:58Z,0,0
Gourav Dhiman,you should also make one video on javascript,2023-09-24T15:20:24Z,0,0
erajay patil,Add python tutorials video for Automotive Embedded system,2023-09-24T11:26:14Z,0,0
Prakash Baraiya,👍👍👍👍,2023-09-24T06:52:39Z,1,0
Akash Singh,Place vidio data science all topices,2023-09-23T17:55:30Z,0,0
Shaikh Rafique,Bahen ji,2023-09-23T15:45:25Z,0,0
maxior ff,Whare are you form 🤔🤔,2023-09-23T14:18:05Z,0,0
Vivek Kumar,Exercise ka answer kaha hai,2023-09-23T13:28:41Z,0,0
Gilageet Singh,I dont have laptop but i want to learn,2023-09-23T10:55:46Z,0,0
Sneha Kadam,Di notes k liye email ka pass incorrect batary jb ki right hai what should we do,2023-09-22T04:03:06Z,0,0
Omkar Bhatane,Please continue python series from beginner to advanced level .,2023-09-21T18:08:31Z,0,0
Loot M0ney,Mam please python full course laao 🙏🙏,2023-09-21T17:36:30Z,1,0
 Rohan ,how to open notes<br>I can&#39;t find please help me.,2023-09-21T11:37:19Z,0,0
gujju boy,Thank you didi😊,2023-09-21T08:54:17Z,0,0
Lucky game,Please some videos for file reading,2023-09-21T05:56:56Z,0,0
swayam prakash,"Thank you Madam, This helps a lot",2023-09-21T01:27:04Z,0,0
Zulfiqar Ahmed,comment = &quot;thank you mam&quot;<br>print(comment),2023-09-20T17:08:47Z,0,0
sneh patel,Ye pritee arora ki ha ya sumit arora ki plz batiya,2023-09-20T15:51:42Z,0,0
Vinod Kumar,Didi meri 1 problem h bs code to karna chata hu but laptop nhi h 😢,2023-09-20T12:45:38Z,0,0
Naveen Thapa,Bhaiya aur Didi,2023-09-20T11:24:41Z,0,0
Prince_of_Pilgrims,"how to comment out multiple strings in pyscriptrt, ctrl+\ is not working",2023-09-19T14:51:07Z,0,0
Mr.traveller-official,I cannot download it what to do if I have MacBook Air,2023-09-19T14:39:17Z,0,0
dakshjr  143,Web development par didi  video banado,2023-09-19T14:12:50Z,0,0
Chandrashekhar Biradar,"<a href=""https://www.youtube.com/watch?v=vLqTf2b6GZw&amp;t=17m46s"">17:46</a>",2023-09-19T13:55:13Z,0,0
DEEPANSHU Suthar,Is it ok to do coding on ipad,2023-09-19T12:00:10Z,1,0
Sakshi Jha,Have my computer exam....Our teacher gave us so many noted but glad that Shraddha exists... proud to be a APNA SCHOOL subscriber.....you&#39;re the best...m,2023-09-19T08:34:35Z,0,0
Aamir Projects,"I have a document file, you will create its coding?",2023-09-19T06:48:50Z,0,0
Technical Hack,Thank you so much mam. I am robotics automation branch student My doubts were is cleared..,2023-09-19T05:26:42Z,0,0
Living Being,Where are the notes ?,2023-09-18T18:06:52Z,1,1
Art with heart ,I am facing many problem in installing pyscriptor,2023-09-18T15:39:39Z,1,0
Art with heart ,"Didi, in the script that you installed, it is asking for company name, but we are students then what should we do",2023-09-18T15:38:00Z,0,0
Aditya 🤠98,Most valuable video in python language,2023-09-18T15:32:03Z,0,0
ITS LABNA ,Thanks Shraddha ❤ didi,2023-09-18T15:08:34Z,0,0
Hassan raza,"shraddha didi ,i am from pakistan and i am really thankful to you for your help and encourage and I also want if you don&#39;t mind that could you please made a videos about data science and machine learning in which we are performing python.. again really really thank you didi ..god always bless you",2023-09-18T12:18:00Z,0,0
Krish Sachan,"<a href=""about:invalid#zCSafez""></a>",2023-09-18T09:42:51Z,1,0
Krish Sachan,Hi,2023-09-18T09:41:41Z,0,0
Ali Raza,Where is the notes link?,2023-09-18T09:37:12Z,0,0
Jeetu 😎,Ok😂😂😂😂kuch samajh nhi aaya,2023-09-18T08:41:37Z,0,0
Ibrahim Anis,"<a href=""https://www.youtube.com/watch?v=vLqTf2b6GZw&amp;t=43m00s"">43:00</a>",2023-09-18T07:19:13Z,0,0
tanu shree,data science make a video on that,2023-09-18T07:07:19Z,0,0
pc form coding,Hello there I&#39;m using your video to learn from 0 so is there important to activate licence for pycharm <del>--waiting for reply--</del>,2023-09-17T19:24:58Z,0,0
CAVIN VERMA,when i asked from toney who is you super hero toney relaid:- HANUMAN ❤,2023-09-17T16:39:29Z,1,0
Dikshit suthar,notes kese milege,2023-09-17T14:38:27Z,0,0
Samavia Hashmi,Where is the notes link?,2023-09-17T14:05:22Z,0,0
Richa Thakur,Thank you 😊,2023-09-17T13:14:02Z,0,0
Divya bhadauriya,you are a good teacher in programming languages😊,2023-09-17T13:10:20Z,0,0
Divya bhadauriya,thank you di 🥰,2023-09-17T13:09:24Z,0,0
faisal ejaz,Download link for python on window operating system?,2023-09-17T10:36:18Z,0,0
DEV SHUKLA,i&#39;m a linux user what about me. how can i download this on linux if it&#39;s not available on linux,2023-09-17T10:33:34Z,1,0
Arreej,She&#39;s a good teacher.,2023-09-16T18:51:11Z,0,0
Tushar Kanti Bera,"You r a very good teacher, thankx a lot.",2023-09-16T14:08:24Z,0,0
Gyan Badhao,"Python full course in Hindi and in easy way.. Don&#39;t give-up... go through this lecture link and make you your bright future.<br><a href=""https://youtu.be/KQgxclGCgrM"">https://youtu.be/KQgxclGCgrM</a><br>All the best.",2023-09-16T12:51:31Z,0,0
vishant Hakande,Pls make a video on oos in. Python and dsa on pyhton,2023-09-16T09:39:40Z,0,0
Irshad Alam,pyscripter set up nhi ho rha hai,2023-09-16T08:23:17Z,1,0
Vikash Bhai Mnit Jaipur,yes didi,2023-09-16T08:11:51Z,0,0
Priyanshu Gupta,Rahne do dii!! Aaye thai python sikhne but 1 min me hi samaz aagaya ye hum nahi sikh sakte kyoki apne pas toh loptop hi nahi hai 😢😢😢........ bye 👋 phir kabhi milege...,2023-09-15T17:33:25Z,0,0
dua fatima,nice,2023-09-15T16:18:31Z,0,0
Isha ⭐,Practical isiliye kyuki kal practical exam hai,2023-09-15T14:49:36Z,0,0
Isha ⭐,Didi please iska practical bhi bolo,2023-09-15T14:49:10Z,0,0
Rajwinder Kaur,"<a href=""https://youtu.be/vPCHON_buFA"">https://youtu.be/vPCHON_buFA</a>",2023-09-15T11:38:10Z,0,2
Priyanka acharya TR,How to get notes ?,2023-09-15T10:56:33Z,1,1
Chandan Kumar,Sorry but didi nhi kah sakta mai sweat hart,2023-09-15T07:55:57Z,0,0
Himanshu Kukreti,Mam one shot hi hai ya fir lecture be hai python ki kya????????????????????????????????????????,2023-09-15T05:46:04Z,0,2
Maan Singh,Wow,2023-09-15T03:58:47Z,0,1
NIVAS,What about tkinter in python mam....?,2023-09-14T04:43:31Z,0,0
Pranjal kulshreshtha,we want django proper content,2023-09-13T16:36:02Z,0,0
Aaragya sharma section C,Thank you so much di for your genius and Weldon speaking.❤🎉😊,2023-09-13T15:33:27Z,0,0
Jitendra Yadav,Shradha di hum mobile se Java Sikh sakte ? Mere paas laptop 😔nahi hai please tell me......,2023-09-13T15:01:38Z,0,2
Mr.SpyMonster,Is that Python complete course or just basic course?,2023-09-13T13:11:39Z,0,3
Navneet Kaur,di mere configuration error aa rha hai jabb program run krti hu <br>pls help kijiye,2023-09-12T22:07:07Z,0,3
Snehal Shinde,Clear and simple explanation,2023-09-12T11:19:56Z,0,0
Imran IT Technology,Pless give more video,2023-09-12T10:32:21Z,0,0
D SAI KARTHIK,Did anyone got this session notes<br>   I am not getting it,2023-09-12T03:33:25Z,0,1
Rezaul Karim,big fan didi.......<br>from Bangladesh......,2023-09-11T18:40:57Z,1,0
S Tharuni,the explanation was super easy to understand!!<br>thank you so much,2023-09-11T17:19:41Z,0,0
Priti Kumari,Thanku mam,2023-09-11T16:47:22Z,0,0
N-o-y-b,Range,2023-09-11T11:12:35Z,0,0
Sanjana Gupta,God give success,2023-09-11T10:07:41Z,0,0
Veera Thakur,Notes kaha pe show ho rhe hai?,2023-09-10T17:37:57Z,0,0
Ashutosh Gupta,Mam please make the video for the software testiing,2023-09-10T16:09:27Z,0,0
Droid Himself,damn i wish it was in english or subtitled...much respect,2023-09-10T12:56:00Z,0,0
sajjo,Mam plss oops concept in python upload kr dijiye plsss,2023-09-10T11:36:57Z,0,0
Imran Zain,Why phython is so commonly used in big companies as it is very high level language so any one comment it&#39;s security wise  strength on big companies,2023-09-10T07:46:19Z,0,0
Your Non IITian bro,"hey guys if wanna and learn in with desi touch and in detailed manner check this out <a href=""https://youtu.be/LbnF17OEbc0"">https://youtu.be/LbnF17OEbc0</a>",2023-09-09T23:03:54Z,1,0
mr,its literally 0.5 hr video__ watch it @ 3X,2023-09-09T20:37:35Z,0,0
Cartoon Net,"<a href=""http://www.youtube.com/results?search_query=%23hindu"">#hindu</a>🚩",2023-09-09T18:07:05Z,1,0
Muhammad Bilal,Mam I am from Pakistan Mujhy notes ni mil rahy Mujhy login krny ky liye Indian number chiye hoga plz notes ki video upload Kr dy,2023-09-09T13:59:02Z,0,0
Naga NIKHITH1234 M.,plzzz make full course ....,2023-09-09T12:15:33Z,0,0
Aijaz Official,Could we download  pychamp in Windows,2023-09-09T09:28:25Z,0,0
Sanika Sable🌸,pyscripter is asking for company name but I don&#39;t have any😂,2023-09-08T17:41:18Z,1,0
oreomin♥,After watching this as a beginner who knows absolutely nothing when it comes to coding like literally<br>I can confirm that it was the biggest help and made me gain confidence.<br>I have the question tho after this vid what do I basically still lack and where can I polish it up??,2023-09-08T15:40:44Z,1,0
Radhika Lad,Amazing video! Please make playlist of &#39;DSA using python&#39;.,2023-09-08T15:19:05Z,0,0
Satyam gupta,Na hm apko jante h na ap hmko isi liye koi hme shambandh ni Banna... M aj pheli baar phela vdo dekhne aya to ye dekha ap logo ki soch kya ho gyi h kuch logo ki vjha s jabardasti didi bhai bolna pad raha h,2023-09-08T09:03:51Z,0,0
Satyam gupta,Phytm vdo dekhne k liye aya tha na ki apka intro sunne kisne kaha ki apna nam btao apna Kam kro or nikl lo jaruri h shraddha didi bol k btane ka aree yrr yaha hum koi feelings leke ni aye the na tmko dekh k bs sikhne aya tha,2023-09-08T09:02:04Z,0,0
Evil Gamer,SHRADDHA ONLY NOT DIDI,2023-09-08T03:58:57Z,0,0
ranjan parida,Excellent teaching for every new commer student,2023-09-08T01:41:41Z,0,0
DARK HACK,I need python note,2023-09-07T19:30:38Z,0,0
akinyemi sodiq,its not in english <br>we are not all hindi speakers you know,2023-09-07T16:27:48Z,0,0
l s,Mam ai or machine ke uper video bnao please 🙏,2023-09-07T14:00:32Z,0,0
coder,Pls make one video for AI,2023-09-07T13:15:04Z,0,0
M v abhishek,"When a candidate have technical interview tomorrow, Apna college is best solution for pervious day  fast brace,with clear explanation",2023-09-07T10:35:23Z,0,0
K jayanth Jayanth,What should I do after Complete of this video next step kya lena hai please reply,2023-09-07T09:15:49Z,0,0
cute__foji______,Ethical hacking me chahiye mam please bna do,2023-09-07T08:34:51Z,0,0
Swapnanil,"<a href=""https://www.youtube.com/watch?v=vLqTf2b6GZw&amp;t=42m32s"">42:32</a>",2023-09-07T03:34:59Z,0,0
mR.ReviWer,Name=Tony Stark<br>Age=51<br>Intillegence=genius<br>print(Name)<br>print (Age)<br>print (Intillegence),2023-09-07T02:10:22Z,0,0
RISHABH BHARDWAJ,This is not for beginners..... video ki length choti rakhne ke chakkar mein ..madam bas video bhaga rhi h,2023-09-06T05:09:46Z,0,0
Ethical A,after watching is tutorial  its is to learn python,2023-09-06T03:52:12Z,0,0
Sanya T,"<a href=""https://www.youtube.com/watch?v=vLqTf2b6GZw&amp;t=1h03m09s"">1:03:09</a>",2023-09-05T17:21:33Z,0,0
ganesh kavhare,helllo mam will you plz kindly upload powerBI toools toturial....!!!,2023-09-05T16:31:04Z,0,0
saumya chaubey,Provide full python course,2023-09-05T16:13:03Z,1,1
James Benjamin,"<a href=""https://www.youtube.com/watch?v=vLqTf2b6GZw&amp;t=15m48s"">15:48</a>",2023-09-05T15:48:08Z,0,0
Raj movie production,Class 11th me python chapter hai but mere pass laptop nahi hai to mai mobile phone me kaise practice Karu phone se 😢😢,2023-09-05T14:56:15Z,0,0
Shambhu pati Tiwari,Thanks di thank u so much,2023-09-05T13:34:09Z,0,0
vishal pawar,"Thank you so much Mam,keep sweet smiling ❤",2023-09-05T11:53:17Z,0,0
Himanshu Yaduvanshi,I think....notebook is better than this one 🤔,2023-09-05T10:24:56Z,0,0
Kumar Vishal,"Oops, module, jango",2023-09-05T09:56:00Z,0,0
Chandni Singh,Aap logon ne isme python programming Puri ache se sikhayi hai na,2023-09-05T05:01:29Z,0,0
Dalip Kumar,Yes mam muje AI se related python sikhna hai or machine learning,2023-09-05T03:31:59Z,0,1
Priya Verma,In pycharm it is asking for license what to do,2023-09-04T16:51:38Z,0,0
Amit R,Excellent &amp; very simple way of explanation 👏,2023-09-04T16:40:25Z,0,1
Midhund728ai,Thank you for this video 😍🥰,2023-09-04T16:13:47Z,0,0
Midhun,Thank you🥰,2023-09-04T16:12:30Z,0,0
sourav yadav,Mam...please upload oops video...because i finally learned basic python ...u r rlly best teacher...🙏,2023-09-04T12:58:47Z,0,0
Sulekha Singh,Di print() ek function hai to ya print ek keyword  hai..........?,2023-09-04T05:28:51Z,0,0
ācariya,"Great lecture for Python, thanks Shraddha. <br><br><a href=""https://www.youtube.com/watch?v=HgdYVcPofzU"">https://www.youtube.com/watch?v=HgdYVcPofzU</a>",2023-09-03T19:00:38Z,0,0
projectru,Now I know why mam used the name Aman😅,2023-09-03T16:36:18Z,0,0
Susmita sahoo,Is python is in 1st year of engineering cse? Can anybody reply plz,2023-09-03T14:42:36Z,0,3
Muhammad Muneeb,Where is the notes she is talking about?,2023-09-03T12:12:35Z,0,0
Md Shamim Reza,Python for web development😊,2023-09-03T06:37:37Z,0,0
Meloden boy,as a school student is very helpful,2023-09-03T03:04:42Z,0,0
Saurav Kumar,❤❤❤,2023-09-02T15:24:06Z,0,0
Patel Rutvik,hey di c++ ka video kab banaynge,2023-09-02T08:59:00Z,0,0
Muhammad saqib,Mam python pay machine leaning kay related playlist banao please,2023-09-02T06:56:12Z,0,0
Tejaswi pawar,hum anaconda navigator pr kr sakte hai na?,2023-09-02T06:52:25Z,0,0
MobilegamerFIFA,"This course is like an introductory for beginners, a good one.  Actually, Python is huge and there are many topics to cover like RegEx, connecting DB, and classes and objects in Python.<br>For  Job seekers in Python buy a good book and pass the basic certification exam :)",2023-09-01T19:36:41Z,31,2
Harjeet Singh,It was a great video with crystal clear explanation.,2023-09-01T16:54:24Z,0,0
Dinesh Kumar DK 20DCS013,This vdo is the live proof of Shraddha Mam&#39;s legacy 😍💖,2023-09-01T16:40:42Z,0,0
lucky hamilton lx,first name = Tony  <br>last name = Stark <br>age = 51<br><br>is_a_genius = True<br>print (name)<br>print (age),2023-09-01T15:18:46Z,0,0
Kashif Explicit,"whenever im pressing . i cant see methods like find, replace etc. i dont know why please help",2023-09-01T12:03:54Z,0,0
sivaranjani jayakumar,Why don&#39;t you teach in English... It will be helpful for most people,2023-09-01T03:19:10Z,0,0
KATTA JASWANTH,python form basic to advance continue mam....................thanks you,2023-09-01T00:37:23Z,0,0
Deepthi ROWLO,Mam where are notes ? Is it a recorded session?,2023-08-31T18:19:00Z,0,0
Anything goes music,pls bring JavaScript tutorial,2023-08-31T16:32:48Z,1,0
Amit Kumar Gupta,Mam Android Me Nahi chalega,2023-08-31T14:52:12Z,0,0
Amit Rawat,For AK&#39;s comment.. It was Expected from Destro but he didn&#39;t come.. 🙃,2023-08-31T13:53:42Z,0,0
kruti kapadia,"Hi,<br>Can we have a video of python for RPA?",2023-08-31T11:56:05Z,0,0
Tricky Jatin,Ma&#39;am pycharm licence maang rha h !!!<br>what can I do now ?,2023-08-31T10:10:22Z,0,0
Swapnanil Bhunia,AI &amp; ML PYTHON COURSE CHAIYE MUJHE,2023-08-31T09:43:14Z,0,0
Manik Patil,Hi Apna college I felt it is a nice to learn in channel or course I want to learn Django from your tutorial please send the Django related videos which help me to make placement on django profile so I request you to upload Django related video,2023-08-31T07:46:25Z,0,0
AMRIT MANDAL,"Truly Amazing !! I have a humble request, please make a complete Python programming playlist that starts with the basics and progresses to advanced concepts.",2023-08-31T05:13:28Z,0,0
Poonam Kulkarni,Plz make a series of AI &amp; Machine Learning also.,2023-08-30T17:38:47Z,0,0
mohammed kalam,Notes ka link kidar hy,2023-08-30T17:09:49Z,0,0
Vishal 3345,Hi apna college,2023-08-30T14:39:44Z,1,1
Ikra Khan,Mam how can we do programming to  find odd and even number,2023-08-30T08:07:42Z,1,0
Usman Majeed,HAHA....ENvironment is successfully ignored.,2023-08-30T03:40:34Z,0,0
ayushi 🌼,Mobile pr bhi sikh skte h kya?,2023-08-29T19:34:50Z,0,1
happiness #life,"ab to download kar liye ,,,,window supportive nahi he to aapko dikhana bhi nahi chahiye",2023-08-29T19:18:38Z,0,0
happiness #life,"ab to download kar liye ,,,,window supportive nahi he to aapko dikhana bhi nahi chahiye",2023-08-29T19:18:29Z,0,0
@YT CRASH,Thank u very much mam I learn phython ina day even I don&#39;t know how this happens.i create logics and  I able to solve many questions thank u very much mam ❤❤,2023-08-29T18:52:23Z,1,0
Danish Ali,mujy bhoot shook ay pythen sekhny ka mgr koi ustad sai sa ni mil raha ap kindly mujy start sa sekhyin ma ap sa personal classes lana chata hu,2023-08-28T22:26:18Z,0,0
ARUNA KUMAR Tripathy,"<a href=""https://www.youtube.com/watch?v=vLqTf2b6GZw&amp;t=47m51s"">47:51</a>",2023-08-28T17:42:01Z,0,0
surendra thapa,Thank you so much for this video.,2023-08-28T11:39:28Z,0,0
navdeep sirohi,Data science k liya please mam,2023-08-28T11:34:11Z,0,0
Nature & motivation,api ap sy sekhny ka bohat maza aya from pak,2023-08-28T11:23:07Z,0,0
M.B.Anjaneyulu Science experiments,"<a href=""https://www.youtube.com/watch?v=vLqTf2b6GZw&amp;t=47m13s"">47:13</a> I like this practical way<br>Thanks to apna college teachers sir and madam",2023-08-28T10:20:29Z,0,0
Journey of life,Where is notes,2023-08-28T09:01:50Z,0,0
Sukanya,JavaScript ka one shot video bnao na,2023-08-27T18:01:50Z,1,0
ABHISHEK GAWADE,Im not able to download python 3.10.0<br>Instead my laptop showing default latest version 3.11.5<br>Please tell me what to do,2023-08-27T14:26:33Z,0,0
ABHISHEK GAWADE,What to do for python 3.11.5,2023-08-27T14:25:37Z,0,0
Aniket Surve,Java nahi sikh rahe Python sikh rahe hai 😂,2023-08-26T20:50:10Z,0,0
Rakesh Kumar,Thank you. very helpful video mam.,2023-08-26T18:28:44Z,0,0
The AS31,Thank you sis❤,2023-08-26T16:22:18Z,0,0
Rupak Mistri,Thank you didi ..,2023-08-26T14:29:02Z,0,0
