Name,Comment,Time,Likes,Reply Count
Abhishek Choudhary,U teach very well in a very easy to understandable way👏👏👏👏,2022-07-04T15:34:34Z,0,0
Mohd Avesh Siddiqui,Mam Ek Complete Data Structure And Algorithm<br>Pe Ek Full Video Banaye Beginning Se End Tak<br>Jaise Aap ne C Programming Pe Banaye Hai.... <br>Please......,2022-07-03T18:53:51Z,0,0
A2 Fan's Army,Pls add this video in c language,2022-07-03T08:38:35Z,0,0
Noor Tayani,Great explanation ...🪄,2022-07-02T04:40:56Z,1,0
Adiba Khan,Please upload video here,2022-07-02T02:57:05Z,0,0
Md Afroj,"Waooo thank you so much,  mai avi avi apka ye trees ka video dhund raha tha😍",2022-07-01T02:24:56Z,0,0
Shreyash Sonawane,"public static int[] diameter(Node root) {<br>		if (root == null) {<br>			return new int[]{0,0};   //height, diameter<br>		}<br>		int[] hdl = diameter(root.left);<br>		int[] hdr = diameter(root.right);<br>		int dm = hdl[0] + hdr[0] + 1;<br>		return new int[]{Math.max(hdl[0],hdr[0]) + 1, Math.max(dm, Math.max(hdl[1],hdr[1]))}; //height, diameter<br>	}<br><br>I created it another way. first element of array stores height, second element stores diameter. anybody else did it in another way, do share, we&#39;ll learn something new",2022-06-30T18:21:00Z,0,0
Yogesh Patel,what device and application are you using for drawings?,2022-06-30T18:16:53Z,2,0
Keshav Agarwal,"<a href=""https://www.youtube.com/watch?v=-DzowlcaUmE&amp;t=18m17s"">18:17</a>",2022-06-30T11:08:41Z,0,0
Satendra Dwivedi,"What is  error of given code.<br>class binaryTreeyt{<br>	static class Node{<br>		int data;<br>		Node left;<br>		Node right;<br>		Node(int data){<br>			this.data=data;<br>			this.left=null;<br>			this.right=null;<br>			<br>			<br>		}<br>	}<br>	static class binryTree{<br>		static int idx=-1;<br>		public static Node buildTree(int nodes[]){<br>			idx++;<br>			if(nodes[idx]==-1){<br>				return null;<br>			}<br>			Node newnode= new Node(nodes[idx]);<br>			newnode.left=buildTree(nodes);<br>			newnode.right=buildTree(nodes);<br>			return newnode;<br>		}<br>		<br>	}<br>	public static void main(String[]argd){<br>		int nodes[]={1,2,3,4};<br>		binryTree t= new binryTree();<br>		Node root= t.buildTree(nodes);<br>		System.out.println(root.data);<br>	}<br>}",2022-06-29T08:32:45Z,0,0
carlos dorado,she is speaking in english? I dont understand anything :S,2022-06-28T17:04:29Z,0,0
Breaking Bad,Interesting topic💀,2022-06-28T12:35:09Z,0,0
Vikas Mishra,"on the time 56 mins, for the problem Diameter of the tree, you have used a non-binary tree, but we were solving the problem for a binary tree",2022-06-24T04:59:15Z,0,0
Kumaar Balbir,Creating unique binary tree from preorder traversal only is not possible. We are only known to root node of the tree but leftmost node and rightmost node is still unknown. So the above method buildTree is gonna create any random tree which is satisfying the known condition. Btw BST is possible. correct me if I am wrong.,2022-06-22T15:40:26Z,1,0
ADARSH SHRIVASTAVA 19BAS10050,<i>_do good _ better __than take rest__</i> for the best.,2022-06-22T12:26:39Z,1,0
Vivek Paliwal,You should make 3 hours vedio for each topic and it&#39;s all imp interview questions. For example binary tree and all its 20 important interview questions with solutions explained,2022-06-22T10:20:40Z,6,1
Deepa Kumar,Kindly help to post all topics of playlist because this is really needed.....GRATITUDE to you all,2022-06-22T02:39:58Z,3,0
buggy bug,"very informative, thankyou Shraddha",2022-06-20T15:45:42Z,0,0
Parna Das,ma&#39;am pls post java+(other)dsa because its really helpful,2022-06-19T09:35:19Z,1,0
Yogesh Kumar,Ma&#39;am i request you start DSA in using &#39;c&#39; please ma&#39;am I will request 🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏,2022-06-15T16:05:04Z,0,0
Aseem Sharma,"Diameter is related to the path of tree which is considered as edge between two nodes so counting nodes would not be the correct answer, what if it is asked to consider edges and not the nodes. Here with given example the answer would be 4 and not 5.",2022-06-15T08:19:10Z,0,1
AS Creation,"Nice playlist.Please make videos on remaining topics such as graphs, dynamic programming, etcc",2022-06-08T07:52:43Z,4,0
TEZU ENTERTAINMENT,Jabardast,2022-06-06T16:11:22Z,0,0
Shivam Vishwakarma,"Isme ye nhi samjh aa rha, sumofnode and countof node dono me ham specify to kiye nhi ki node ko count karna h ya node ki value ko, to apne aap kaise return kar rha h sahi value",2022-06-06T13:57:56Z,0,0
Khalnayak,"At around <a href=""https://www.youtube.com/watch?v=-DzowlcaUmE&amp;t=17m00s"">17:00</a> we methods declared as static... Why did we do so... Couldn&#39;t we have just declared all the variables,  classes, and methods as non static?",2022-06-06T08:25:59Z,0,1
our culture,Mam avl tree ke bare me batayen,2022-06-05T16:43:49Z,0,0
Shailesh Kumar,"<a href=""https://www.youtube.com/watch?v=-DzowlcaUmE&amp;t=8m35s"">8:35</a> Didi was trying to copy dr. strange",2022-06-03T08:38:51Z,0,0
Shailesh Kumar,"<a href=""https://www.youtube.com/watch?v=-DzowlcaUmE&amp;t=6m53s"">6:53</a> Didi wo aap hi hai... jinhone &quot;C++ with DSA&quot; wale course me level one ko level zero bola hai😁😂🤣",2022-06-03T08:36:46Z,0,0
Anand Raj,Please make a playlist of java sql<br>Because it is very difficult to understand <br>And you explaining method is amazing. please help me,2022-05-29T13:22:34Z,2,0
Anant Saraf,Ma&#39;am root is always at level 0,2022-05-28T17:36:03Z,0,0
Ash,Could you please teach in English as well?,2022-05-28T06:14:15Z,1,0
PRINCEKUMAR PATEL,very helpful,2022-05-28T05:05:20Z,0,0
Top 10 GK,I am really appreciate your efforts,2022-05-27T16:21:32Z,0,0
Top 10 GK,Sis I looking for graph and hash table I hope you will post soon,2022-05-27T16:20:08Z,0,0
Baldevgogaly official,Ma&#39;am please complete this playlist ...,2022-05-27T04:59:57Z,0,0
Tushar Naagar,"Is this last video on Java .<br>If not , please mam upload further topics i want to complete.",2022-05-26T11:03:16Z,0,0
Maneesh Mondal,Mam please add the further videos(Dynamic Programming) on this  playlist . This playlist is very helpful for us .,2022-05-26T06:04:45Z,2,0
Football fanatic ⚽,Can anyone please tell me who this girl is ? I wasn&#39;t active in yt for around 2 yrs. This channel used to be Aman Bhaiya&#39;s.. what happened ?,2022-05-25T17:47:09Z,0,0
Football fanatic ⚽,Can anyone please tell me who this girl is ? I wasn&#39;t active in yt for around 2 yrs. This channel used to be Aman Bhaiya&#39;s.. what happened ?,2022-05-25T17:46:41Z,0,0
Veerendra Shukla,Can you please provide graph video/training with Java?,2022-05-25T01:12:22Z,2,0
deepak bisht,Plz complete this course,2022-05-24T17:28:17Z,0,0
ATUL YADAV,please complete this playlist,2022-05-24T12:06:11Z,2,0
Tanvi Gupta,hey..can you make your videos in PYTHON...as its getting famous everywhere..it will be helpful to understand python&amp; datastructures,2022-05-21T10:43:25Z,3,0
Siddartha Thatikonda,"waiting for the continuation of the course, please upload vedios of BST,AVL,RED BLACK TREES,GRAPHS,..<br>I REQUEST TO START A COURSE ON DESIGN ANALYSIS AND ALGORITHMS (DAA)..",2022-05-19T14:43:56Z,2,0
Dimple Sahu,Ma&#39;am plz Complete with all left topics  asap,2022-05-18T17:42:37Z,0,0
Ashish Chaudhary,"when will you teach hashing and other topics in java+dsa, or do we have to learn from c++ list?",2022-05-18T15:28:11Z,4,0
Bavan,Please continue,2022-05-18T10:36:31Z,0,0
Kevin Shibu,Ma&#39;am please upload concept of java,2022-05-16T10:37:18Z,0,0
The Kids family ,mam pls msg me  for gudiance i have so many problem related  to  my course,2022-05-16T01:29:35Z,0,0
Rohit Kumar,Please complete this DSA course in Java as soon as possible as my college placements is going to start from next month,2022-05-15T20:03:05Z,0,0
Joe,Provide subtitles in English,2022-05-15T13:22:07Z,0,0
yash Londhe,"<a href=""https://www.youtube.com/watch?v=-DzowlcaUmE&amp;t=45m00s"">45:00</a>",2022-05-15T11:45:38Z,0,0
Rishav Anand,Pls upload video fast mam,2022-05-14T11:07:18Z,0,0
GoPro THink,"I know/think you have a reason to not upload any lectures video, but you have understand that many learners are connected to this course and depend on this because they are used to your teaching techniques and now they are helpless. At least you tell us time or reason so that we can move on and save us precious time. Thanks for teaching us.",2022-05-13T16:22:53Z,3,0
aasiz_online,"Please complete this awesome series. Some videos on Hashmap, graph and DYnamic programming etc whenever you get time if possible as soon as possible",2022-05-12T18:54:52Z,12,0
Ezzy learn,Mam.. atleast check one time before uploading..inorder vala part dekho..glt bola apne😅,2022-05-12T14:16:18Z,1,1
prachi tembhurne,Advanced Python with oops and dsa plzzz,2022-05-12T09:10:50Z,0,0
Sami ullah,Waiting for more videos,2022-05-12T08:12:41Z,0,0
Jay Sohani,We need next topic as soon as possible.,2022-05-11T16:24:32Z,0,0
Sniper Kyle,"<a href=""https://www.youtube.com/watch?v=-DzowlcaUmE&amp;t=14m32s"">14:32</a>",2022-05-11T08:04:37Z,0,0
manpreet Kaur,Comment from cmd,2022-05-11T01:50:16Z,0,0
manpreet Kaur,Very Good content,2022-05-11T01:45:56Z,0,0
Ajay gunti,Didi please DSA kaa course continue Karo... please as fast as possible,2022-05-10T15:07:34Z,0,0
Jay Bhogaita,Perfect teaching thank you for guide in hindi especially,2022-05-10T07:16:41Z,0,0
𝙸𝚗𝚒𝚖𝚒𝚝𝚣𝚣,Shraddha didi and aman bhaiya i love both of u u guys are doin amazing work but it&#39;s my humble request to complete this playlist I am waiting from last 1.5 months u guys are bringing new tutorials of new languages (they are also amazing) but u have forgot bout this playlist so plz complete it as soon as possible 🙏🖤<br>BTW u guys are amazing lots of love 🖤,2022-05-10T03:36:51Z,3,0
VPinvin,Kindly complete this java + dsa playlist,2022-05-09T21:08:45Z,0,0
truth,"I saw various courses of yours<br>It&#39;s amazing, but non of them seems complete. 🥺",2022-05-09T15:58:01Z,2,0
Ashi vats,di pls upload more videos as soon as possible,2022-05-09T13:50:50Z,0,0
AVTAAR,Mam If you want to complete full series then upload more videos otherwise notify your subscribers that<br>you are unable to complete this series now,2022-05-09T07:14:03Z,0,0
Nitish sah,please upload more videos,2022-05-09T03:02:30Z,0,0
Qurd edu,Please in English,2022-05-08T19:46:28Z,1,0
Sahil khan,mam please upload videos,2022-05-08T14:08:47Z,0,0
Akash Gupta,"After watching the video, I tried in order traversal on leetcode but in that it was a return type function: public TreeNode increasingBST(TreeNode root).  I tried hard to do it but couldn&#39;t do. Please help me to solve it.",2022-05-08T14:03:15Z,0,0
clover,data structure in .c please,2022-05-07T17:14:36Z,0,0
Ujval Gupta,"Hi Shradha didi,<br><br>Aapne static nested class wagera toh padhaya hi nahi, aapki dsa sheet ka pehla question dekh ke hi demotivation sa ho gaya<br><br>Please look to it on a serious note<br><br>Thanks",2022-05-07T12:39:03Z,0,0
Trashar Varshney,Plz post graph video in this playlist,2022-05-06T10:05:30Z,0,0
Anurag Kumar,please finish it fastly i&#39;m very excited!,2022-05-06T09:53:44Z,0,0
khushal trivedi,Nice content,2022-05-05T19:22:38Z,0,0
Rana Ali Haider,And makE other video  is &quot; heep sorT &quot; ?,2022-05-05T15:31:30Z,0,0
Rana Ali Haider,Assalm o Alikum !<br>I hpoe U finE anD verY well 😍<br>I humblE requedt please make video on &quot;what is Graph ? AnD Complete working ?<br><br>Thanks ☺,2022-05-05T15:29:20Z,0,0
Fatmi vlogger,Design algorithm and analysis pr video banaie plz,2022-05-05T05:39:33Z,0,0
Gaurav Batra,Didi please make videos on  Graph in DSA. It is very difficult to understand.....,2022-05-05T03:32:15Z,0,0
Prathamesh Narayane,Please complete this series as soon as possible please .we really need it .,2022-05-04T08:04:15Z,0,0
ABHAY GUPTA,"You did a big mistake I&#39;m so confuse ... 🤞🤞🤞🤞🤞 Plzz z.    Fix it .. <a href=""https://www.youtube.com/watch?v=-DzowlcaUmE&amp;t=42m25s"">42:25</a> sec.. se mistake Start hui h .. plz..  🔥🔥🔥fix it.....",2022-05-03T21:25:16Z,0,0
ABHAY GUPTA,"Hey apne count of nodes me <a href=""https://www.youtube.com/watch?v=-DzowlcaUmE&amp;t=42m30s"">42:30</a> sec me 🤞 mistake ki  x+y hoga na ❣️🔥🔥❣️❣️😘❣️😘❣️😘 but you teach very well .... I&#39;m studing in bca 2nd sem but me environmental studies ni padh pa rha kuch btaiye iske liye.. 🤞🤞🤞🔥🔥",2022-05-03T21:17:30Z,0,0
Raju Dubey,"Didi, aap ek dynamic programming pe video banaiye, please",2022-05-03T17:28:31Z,0,0
Aniket Jain,When the BST lecture are uploadings ❣️✨✨ we are waiting,2022-05-03T13:26:28Z,0,0
sujata patil,Please create dsa in python as well python all tutorials...,2022-05-03T05:45:29Z,0,0
Sunny sharma,Kisi binary tree ko banane ke liye pehle uska left node likhna jaruri h ya right????,2022-05-02T08:30:01Z,0,0
LB HUSAIN ART,Please start me 2 ad n lagaya kre,2022-05-02T04:34:14Z,0,0
darsh parikh,When will the Binary search tree video be released?,2022-05-01T19:23:59Z,0,0
Mamun Ahmed,Please continue the series,2022-05-01T12:31:32Z,1,0
Shuvo Ahmed,Her level of explanation is outstanding ❤️🌼,2022-04-30T21:48:43Z,5,0
Pro Player Ak_47,Love the way you teach.....,2022-04-30T15:30:29Z,1,0
Hack With Raghav,please update this course,2022-04-30T15:16:37Z,0,0
Abhishek Ganorkar,Complete the playlist please,2022-04-30T05:49:23Z,0,0
Anurag kumar gupta,"Timestamp: <a href=""https://www.youtube.com/watch?v=-DzowlcaUmE&amp;t=17m38s"">17:38</a><br><br>Line 16, buildtree is having array as input.<br><br>Line 23 and 24<br>Buildtree is having integer as input.<br><br>Will it work?",2022-04-30T01:36:57Z,2,1
aditya mathur,"Mam, when will you upload upcoming and complete this java with DSA course  ??",2022-04-28T17:40:17Z,0,0
Chandan Kumar,DSA bhut easy way samjhate ha mam ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,2022-04-28T08:13:33Z,0,0
Tarun Ambaldhage,"Where are continuation videos, it&#39;s already been 2 months!!",2022-04-28T07:13:59Z,2,0
Siddhesh Patil,In tree class buildTree method there should this base case at the top otherwise it will throw array out of bound on large testcases<br><br>if (i &gt;= nodes.length) return null;,2022-04-28T06:59:49Z,0,0
ARINDAM SOMADDER,Mam this course is very much helpful..mam can u add the advance topics of java in this course..!,2022-04-27T20:17:13Z,2,0
Muhammad Awais,"When the remaining videos will be uploaded? You have not covered the graphs, dynamic programming etc",2022-04-27T06:15:17Z,0,0
let's Do!,Your java playlist is incomplete please do that..,2022-04-27T02:52:21Z,0,0
TECHNO JAVA,Mam please share full data structure using java code,2022-04-26T15:53:08Z,1,0
Shivam Baranwal,aur video kab ayega,2022-04-26T15:37:46Z,0,0
Kavya Agarwal,didi plss  aage ki playlist upload krdo,2022-04-26T13:30:56Z,0,0
Lalit Metkar,"Suggestion:<br><br>Please keep intro music loudness to the same as that of your voice, it is too loud in start",2022-04-26T07:13:36Z,0,0
KIRAN KALE,Baki playlist upload nhi hui hai @aman Dhatarwal 2 months pehle thi last video,2022-04-25T17:00:56Z,0,0
Màyánk Bhargàvá CSE,Please continue this course,2022-04-25T13:26:01Z,0,0
Rajat Jain,"Cutie Maam c programing m bhi tree Padhao <br>Love from jaipur,Rajasthan",2022-04-25T09:22:35Z,1,0
stackOverflowed,Another level of explanation 💯✅,2022-04-24T04:31:13Z,8,0
AninExclusive,"aman bhaiya, please upload a video of graph.",2022-04-23T14:03:53Z,0,0
Uzair Kalf,mam jab khatam hi nhi karna he to shuru hi q kya 😔,2022-04-22T10:44:52Z,0,0
Muhammad Yasin,Can you please ask me the spec. of your laptop??,2022-04-22T05:19:50Z,0,0
Gucci Bro,"The diameter of binary tree question seemed to be tough throughout...i&#39;m still not much clear on it, rest of the questions were explained clearly though.",2022-04-21T21:55:15Z,2,0
Shivam Rathour,You are my brother bittu&#39;s love but only in dreams but he is true innocent in this feel,2022-04-21T04:10:47Z,0,0
Pankaj mahawar,Sharda ma’am bologe <br>Di kyu bole,2022-04-20T16:53:23Z,0,0
Deekshitha Pendela,Mam plz upload mam we are waiting for your videos,2022-04-20T08:15:09Z,1,0
Shikhar Shukla,Only 194k peoples are consistent 😏,2022-04-20T05:45:47Z,0,0
Ekansh Oberoi,didi plz complete it already completed the rest of the playlist plzz,2022-04-18T19:35:30Z,0,0
Istkaar Ali,"Mam, this java + DSA playlist is amazing. It helped me a lot. Thanks a lot. Ma&#39;am I request you to post videos on java + DSA as fast as possible. These are really helpful.",2022-04-18T07:47:47Z,10,0
Unemployed CSE,Awesome 💞☺️,2022-04-18T03:32:24Z,0,0
Deekshitha Pendela,Mam plz post videos...we are waiting for your videos on java dsa,2022-04-14T14:22:19Z,2,0
CareerPages,Please update course regularly,2022-04-14T11:11:04Z,2,0
Eaxme Tak,Post the next video ma&#39;am please,2022-04-14T03:16:24Z,0,0
Shubham Kumar Deshmukh,AWesome course.<br><br>By when can we have the binary search tree video ?,2022-04-13T18:10:28Z,3,0
tejas ukalkar,when can we get video on heaps?,2022-04-13T06:37:41Z,0,0
Akshit Saxena,"where is graph,avl etc?",2022-04-13T00:30:27Z,0,0
Harshal Sengar,Didi aapne starting me buildtree static kyu banaya,2022-04-12T17:45:53Z,0,0
Mayank Goyal,Shradha di please keep posting videos in this course,2022-04-12T16:57:48Z,0,0
Captain,"&quot;Apna count&quot; <a href=""https://www.youtube.com/watch?v=-DzowlcaUmE&amp;t=44m28s"">44:28</a> waah didi waah 😂😂",2022-04-12T14:44:01Z,0,0
Shivam Gupta,Do you forget this series?,2022-04-10T13:21:45Z,2,0
Vidhan Rathore,I request you to make such video for graph also,2022-04-10T04:57:25Z,0,0
kaustubh sonar,"Shraddha di please upload more videos on dynamic programming, graph, trees",2022-04-09T12:23:04Z,0,0
Siddhant Chavan,kya sikha rahe ho bhai? Static class ko initialize kar rahi he bandi,2022-04-09T11:30:03Z,0,0
aayushi aggarwal,please post the videos of next topics also,2022-04-09T10:27:41Z,0,0
rushikesh choudhary,"Hey shraddha , I just completed this compelte series on java and it was the most amazing thing i had ever learnt. <br> I request you to plz continue this series and also bring lectures on advance java topics. I really love the way you teach and your relly INSPIRING. <br> THANKYOU  for the effort your taking  to tech us.",2022-04-09T07:45:46Z,8,2
Anime_XO,Can u teach us DS using C according to new NEP-2020 for BCA.. Just programming   I have exams in 6 days if possible kindly make a easy video for us 🙏🏻,2022-04-09T07:08:40Z,3,0
Rishabh Bhatnagar,When can we expect this playlist to finish? 🤗<br>Already completed this much.,2022-04-09T07:03:18Z,3,0
Ritesh,Di please upload questions from codechef and codeforces,2022-04-08T20:22:49Z,0,0
Shailesh Kumar,"//Solution of Last Question(Sum of nodes at Kth level)<br><br>import java.util.LinkedList;<br>import java.util.Queue;<br><br>class MyTree{<br>	static class Node{<br>        int data;<br>        Node left;<br>        Node right;<br>        Node(int data){<br>            this.data=data;<br>            left=null;<br>            right=null;<br>        }<br>    }<br>    static class BinaryTree{<br>        int idx=-1;<br>        Node buildTree(int[] nodes){<br>            idx++;<br>            if(nodes[idx]==-1)<br>                return null;<br>            Node node=new Node(nodes[idx]);<br>            node.left=buildTree(nodes);<br>            node.right=buildTree(nodes);<br>            return node;<br>        }<br>    }<br>	static int sumOfNodesAtKthLevel(Node root, int k){<br>        int sum=0;<br>        int level=1;<br>        if(root==null)<br>            return 0;<br>        Queue&lt;Node&gt; queue=new LinkedList&lt;&gt;();<br>        queue.add(root);<br>        queue.add(null);<br>        while(!queue.isEmpty()){<br>            Node currNode=queue.remove();<br>            if(currNode==null){<br>                level++;<br>                if(queue.isEmpty())<br>                    break;<br>                else<br>                    queue.add(null);<br>            }<br>            else{<br>                if(level==k)<br>                    sum+= <a href=""http://currnode.data/"">currNode.data</a>;<br>                if(currNode.left!=null)<br>                    queue.add(currNode.left);<br>                if(currNode.right!=null)<br>                    queue.add(currNode.right);<br>            }<br>        }<br>        return sum;<br>    }<br>    public static void main(String[] args) {<br>        int[] nodes ={1,2,4,-1,-1,5,-1,-1,3,-1,6,-1,-1};<br>        BinaryTree tree= new BinaryTree();<br>        Node root= tree.buildTree(nodes);<br>	int k=3;<br>        int sum=sumOfNodesAtKthLevel(root, k);<br>	System.out.println(&quot;Sum = &quot;+sum);<br>    }<br>}",2022-04-07T10:48:50Z,2,0
Rohit Halsana,Ma&#39;am awesome video .Really helped me understand the topic deeply in class 12th.,2022-04-07T06:33:00Z,2,0
Masoom Raza,Please continue the classes,2022-04-07T05:19:24Z,0,0
Ghumkkad,Is this full course ?,2022-04-07T03:26:33Z,0,0
Helium 🔭,Dii!! 2 months ho gaye... Pls naya vdo laao 🥺,2022-04-06T17:25:34Z,0,0
abhi77 ellandala,sir/ma&#39;am I am humbly requesting you that please complete this Java DSA course as quickly as possible!,2022-04-06T16:45:23Z,1,0
Honey Nod,"Hello Mam, my study is paused. Please post the next lesson. Thanks a lot for your efforts and god bless you for all the happiness",2022-04-05T21:27:18Z,4,0
Ayush Srivastava,aage ka to banao video aab kya placement ke baad graph hash padhe kya,2022-04-05T18:14:42Z,0,0
Anurag Jha,Mam can you complete this in April bcz companies are coming may,2022-04-04T19:21:17Z,0,0
Rajkumar,"Hello Dear plese arrange Compleat java course, arrange in one video besic to advanced<br>video how is long no matter compress all titoutials in one video. it is very Helpfull to all.",2022-04-04T12:05:03Z,0,0
Gauri Saxena,Please continue this course as soon as possible...,2022-04-04T06:48:41Z,1,0
CS59Girase Ankita,Maam plzz video jaldi post kijiye na,2022-04-03T06:15:58Z,0,0
tanishq kolhatkar,Mam i request u to make C++ Dsa Course as soon as possible,2022-04-03T03:24:55Z,0,0
vikas nayma,Please upload next video as soon as possible plzzzzzzzz,2022-04-01T16:30:11Z,0,0
pinky Pal,plz make video on doubly or circular link list,2022-04-01T14:19:21Z,0,0
Shivam Gupta,where are more videos,2022-04-01T07:18:12Z,0,0
Minhaz Rahman,Why you don&#39;t finished the playlist one by one ..<br>you always jump one playlist to another playlist as a result we all stuck,2022-03-31T07:11:10Z,0,0
Anish Kumar,please make similar video  on Graph as well as DP plz,2022-03-31T04:06:06Z,1,0
Love singh,please continue java+DSA series that is now on pause😊,2022-03-28T09:37:35Z,0,0
MISSION_361,"Please update course on regular basis,<br>It is very helpful",2022-03-28T03:31:13Z,2,0
Fatima Tabassum,Plz complete this course,2022-03-27T10:16:58Z,0,0
novice trader,didi please upload next lecture,2022-03-27T04:51:00Z,1,0
pinky Pal,plz make video on hashing topic,2022-03-25T17:19:31Z,0,0
Gopendu Manna,didi baki k videos??,2022-03-25T16:42:05Z,0,0
Manish Yadav,Ye kaun sa compiler hai please Reply..anybody,2022-03-25T08:01:18Z,0,0
Sirisha Duddukunta,Please continue Java DSA,2022-03-25T04:35:09Z,0,0
Monika singhal,please continue the series,2022-03-24T14:12:47Z,0,0
Harsh Vardhan,"hi,Full Stack developer is not done yet when did new Videos come? please make it, me and my friends are waiting",2022-03-24T14:12:08Z,0,0
Juhi Sharma,Please upload full video 🙏🙏🙏,2022-03-24T11:36:52Z,1,0
Satyam Mishra,Thank you mam very much for this course...... Please  mam complete  this couse for competitive coding also🙏🙏🙏as u did in c++ course.... Its a humble request  to complete  it as soon as possible  mam please 😭🙏,2022-03-23T15:23:41Z,3,0
Abhilash Bhyrava,"<a href=""https://www.youtube.com/watch?v=-DzowlcaUmE&amp;t=3m39s"">3:39</a> ye kis bande ko banaya drawing🤣🤣",2022-03-23T07:26:18Z,0,0
Guru Prakash,Please upload next lecture,2022-03-23T03:25:56Z,0,0
VINAY SINGH,Please upload next video,2022-03-22T16:29:18Z,0,0
Vishal Nimbalkar,post video,2022-03-22T14:10:31Z,0,0
Himanshu Arya,Please complete playlist,2022-03-22T03:22:11Z,0,0
CR 7,When is next video coming??,2022-03-21T14:04:49Z,0,0
Aman Verma,Didi pls complete this course as soon as possible,2022-03-21T12:29:38Z,0,0
Saiyad Sakib,Meem next lect kab aayega..,2022-03-21T11:34:33Z,0,0
Abhishek Dubey,Please post more videos on DSA,2022-03-21T11:08:43Z,1,0
RAJA,Thanks teacher,2022-03-21T09:45:46Z,0,0
sri vamshi,When can we expect next episode waiting from long time,2022-03-21T09:05:42Z,0,0
All is here,Didi aap konsi company main work karti ho,2022-03-19T02:55:34Z,0,1
Chetan Kuhite,plz upload video now 1 month is pass there is no video,2022-03-18T10:48:14Z,0,0
Iqbal Hossain,I request you to upload the video on java + DS as fast as possible.  Really helpful and easily understandable,2022-03-17T15:21:08Z,3,1
Shivam Gupta,You are one month late,2022-03-17T13:12:10Z,0,0
Kirti Gyanani😜,Mam android programing pr bi videos upload kro 🙏🙏,2022-03-17T08:03:46Z,0,0
ARUNA CHOWDHURY,"Didi please continue this JAVA course.........❤️ From JU, Kolkata",2022-03-17T05:52:10Z,2,0
Nik status 07,waiting for next video!!,2022-03-16T06:34:17Z,1,0
Galaxies Gaze,Awesome video ...<br>please reply about the Next Video,2022-03-15T17:05:55Z,0,0
Priyanshu Vettori,I have never seen a better explainer,2022-03-15T13:47:08Z,4,0
Satyam Mishra,Mam please  jaise C++ ki 226 vedios bnayi vese iski bhi bnado please 🙏🙏🙏🙏🙏🙏🙏,2022-03-15T06:34:47Z,1,0
Tahir Nawaz,"Thank you didi very helpful video God bless you keep it up,",2022-03-15T05:44:29Z,0,0
Mohammedzayan Patiwala,These content is so valuable. Please upload more videos on DS + JAVA.,2022-03-14T14:39:55Z,3,0
Siddhanuja Kamble,shraddha next video aaj hi upload kardo plz,2022-03-14T10:53:13Z,0,0
Uday Varshney,Mam requested you to make video on graph in java.,2022-03-13T16:19:21Z,1,0
Gaurav Kumar,Thank you so much mam for your precious videos that really help me a lot.....Ma&quot;am could you please make a graph DS video??,2022-03-13T13:41:19Z,2,0
Yuvraj Jha,Mam Plz continue DSA SERIES.,2022-03-13T07:51:25Z,3,0
Anchal Singh,"Graphics user interface (gui),Abstract windows tool (awt),swing",2022-03-12T20:17:07Z,0,0
Mitanshi Mandloi,"Mam, this java + DS playlist is amazing. It helped me a lot. <br>I request you to complete this playlist as soon as possible. It will be very helpful.",2022-03-11T19:39:05Z,104,3
Aditya Kayal,"static void levelPrintTree(Node root, Queue&lt;Integer&gt; q,int idx) {<br>            if(root==null || (root.left==null &amp;&amp; root.right==null))<br>            {<br>                while(!q.isEmpty())<br>                    System.out.print(q.remove());<br>                return;<br>            }<br>            if(q.isEmpty() &amp;&amp; idx==0)<br>            {<br>                q.add(root.data);<br>            }<br>            idx++;<br>            if(!q.isEmpty())<br>                System.out.print(q.remove());<br>            if(root.left!=null)<br>                q.add(root.left.data);<br>            if(root.right!=null)<br>                q.add(root.right.data);<br>            levelPrintTree(root.left, q,idx);<br>            levelPrintTree(root.right, q,idx);<br>        }<br><br>to call from main I used: tree.levelPrintTree(root,q,0);<br><br><br>Didi, I wrote this code by myself to print bfs, but it prints without the next line, is there any way to get nextline in this code?<br>Community, please help!",2022-03-11T18:00:12Z,0,0
Ak gupta,Mam please upload next lecture which is&quot;BINARY SEARCH TREE&quot;,2022-03-11T16:55:13Z,0,1
Yash Upadhyay,Shuruaat mein 10 lecture jaldi daaldo fir mara lete hain ye log,2022-03-11T14:58:33Z,0,0
Tarun Pahuja,"Every problem can be viewed as pre post or inorder traversal. Count of nodes, sum of nodes, height of tree, diameter = post order,",2022-03-09T18:37:24Z,3,0
Roshan Raj,is this complete course no more videos are uploading by apna college,2022-03-09T16:44:09Z,0,0
NIKHIL GOUD,"Mam, Could you please complete the series as soon as possible? It would be great help for us.",2022-03-09T10:27:33Z,6,0
Raavanan rocks,Pls complete this series 🔥❣️❣️❣️,2022-03-08T14:48:48Z,2,0
nakul singh jadon,Is this course ended or there are more videos,2022-03-08T08:28:11Z,0,1
Ashutosh Nautiyal,"Thank you  mam, from the bottom of my Heart.",2022-03-07T21:54:59Z,1,0
Asifa Shaik,Mam please post videos as soon as possible we are eagerly waiting for your videos and we want complete course as soon as possible,2022-03-07T08:41:26Z,0,0
